"Stanislavice","http://ruian.linked.opendata.cz/resource/casti-obci/153524","http://ruian.linked.opendata.cz/resource/obce/598933"
"Dolní Žukov","http://ruian.linked.opendata.cz/resource/casti-obci/23264","http://ruian.linked.opendata.cz/resource/obce/598933"
"Český Těšín","http://ruian.linked.opendata.cz/resource/casti-obci/413437","http://ruian.linked.opendata.cz/resource/obce/598933"
"Horní Žukov","http://ruian.linked.opendata.cz/resource/casti-obci/44725","http://ruian.linked.opendata.cz/resource/obce/598933"
"Koňákov","http://ruian.linked.opendata.cz/resource/casti-obci/96113","http://ruian.linked.opendata.cz/resource/obce/598933"
"Mistřovice","http://ruian.linked.opendata.cz/resource/casti-obci/96121","http://ruian.linked.opendata.cz/resource/obce/598933"
"Mosty","http://ruian.linked.opendata.cz/resource/casti-obci/96130","http://ruian.linked.opendata.cz/resource/obce/598933"
"Sedlečko u Soběslavě","http://ruian.linked.opendata.cz/resource/casti-obci/193810","http://ruian.linked.opendata.cz/resource/obce/599263"
"Stradonice","http://ruian.linked.opendata.cz/resource/casti-obci/155799","http://ruian.linked.opendata.cz/resource/obce/599441"
"Želechovice nad Dřevnicí","http://ruian.linked.opendata.cz/resource/casti-obci/195901","http://ruian.linked.opendata.cz/resource/obce/500011"
"Vřesina","http://ruian.linked.opendata.cz/resource/casti-obci/186686","http://ruian.linked.opendata.cz/resource/obce/500291"
"Bělkovice-Lašťany","http://ruian.linked.opendata.cz/resource/casti-obci/413666","http://ruian.linked.opendata.cz/resource/obce/500526"
"Drahanovice","http://ruian.linked.opendata.cz/resource/casti-obci/31470","http://ruian.linked.opendata.cz/resource/obce/501751"
"Kníničky","http://ruian.linked.opendata.cz/resource/casti-obci/31488","http://ruian.linked.opendata.cz/resource/obce/501751"
"Lhota pod Kosířem","http://ruian.linked.opendata.cz/resource/casti-obci/31496","http://ruian.linked.opendata.cz/resource/obce/501751"
"Ludéřov","http://ruian.linked.opendata.cz/resource/casti-obci/31500","http://ruian.linked.opendata.cz/resource/obce/501751"
