19#41#30#ICP LETIŠTĚ KARLOVY VARY#1#0
07#02#17#OOP JABLUNKOV#1#0
15#15#12#OOP JABLŮNKA#1#0
05#05#14#OOP JAROMĚŘ#1#0
16#10#12#OOP JAROMĚŘICE NAD ROKYTNOU#1#0
14#11#11#OOP JAVORNÍK#1#1
16#10#13#OOP JEMNICE#1#0
01#12#12#OOP JESENICE#1#0
01#14#14#OOP JESENICE#1#0
14#11#10#OOP JESENÍK#1#1
06#13#12#OOP JEVIŠOVICE#1#0
17#09#13#OOP JEVÍČKO#1#0
16#07#11#OOP JIHLAVA#1#1
18#11#10#OOP JILEMNICE#1#0
02#03#12#OOP JINDŘICHŮV HRADEC#1#1
04#03#12#OOP JIRKOV#1#0
02#08#20#OOP JISTEBNICE#1#0
05#04#11#OOP JIČÍN#1#1
19#03#12#OOP JÁCHYMOV#1#0
01#14#13#OOP JÍLOVÉ U PRAHY#1#0
04#03#13#OOP KADAŇ#1#0
01#14#19#OOP KAMENICE#1#0
16#17#13#OOP KAMENICE NAD LIPOU#1#0
02#02#15#OOP KAPLICE#1#0
19#03#13#OOP KARLOVY VARY#1#1
19#03#14#OOP KARLOVY VARY - RYBÁŘE#1#1
01#02#13#OOP KARLŠTEJN#1#0
15#15#13#OOP KAROLINKA#1#0
07#03#15#OOP KARVINÁ 1#1#1
07#03#16#OOP KARVINÁ 7#1#1
03#07#11#OOP KAZNĚJOV#1#0
03#11#12#OOP KAZNĚJOV#1#0
03#04#13#OOP KAŠPERSKÉ HORY#1#0
03#01#14#OOP KDYNĚ#1#0
01#03#14#OOP KLADNO#1#1
01#03#11#OOP KLADNO - KROČEHLAVY#1#1
01#03#20#OOP KLADNO - VENKOV#1#0
03#04#14#OOP KLATOVY#1#1
04#03#14#OOP KLÁŠTEREC NAD OHŘÍ#1#0
14#08#12#OOP KOJETÍN#1#0
03#04#15#OOP KOLINEC#1#0
01#04#11#OOP KOLÍN#1#1
14#12#11#OOP KONICE#1#0
03#10#15#OOP KONSTANTINOVY LÁZNĚ#1#0
05#04#12#OOP KOPIDLNO#1#0
07#04#13#OOP KOPŘIVNICE#1#1
01#06#10#OOP KOSTELEC NAD LABEM#1#1
05#07#11#OOP KOSTELEC NAD ORLICÍ#1#0
01#04#12#OOP KOSTELEC NAD ČERNÝMI LESY#1#0
01#04#13#OOP KOUŘIM#1#0
04#07#12#OOP KOŠTICE#1#0
03#07#12#OOP KRALOVICE#1#0
03#11#13#OOP KRALOVICE#1#0
01#06#11#OOP KRALUPY NAD VLTAVOU#1#1
19#09#14#OOP KRASLICE#1#0
07#06#14#OOP KRAVAŘE#1#0
07#01#13#OOP KRNOV#1#1
15#08#13#OOP KROMĚŘÍŽ#1#1
04#09#15#OOP KRUPKA#1#0
04#07#11#OOP KRYRY#1#0
17#11#13#OOP KRÁLÍKY#1#0
01#02#14#OOP KRÁLŮV DVŮR#1#0
07#02#19#OOP KRÁSNÁ#1#0
04#02#14#OOP KRÁSNÁ LÍPA#1#0
04#10#20#OOP KRÁSNÉ BŘEZNO#1#1
01#05#12#OOP KUTNÁ HORA#1#1
06#03#13#OOP KUŘIM#1#0
06#06#14#OOP KYJOV#1#0
19#09#15#OOP KYNŠPERK NAD OHŘÍ#1#0
19#03#15#OOP KYSELKA#1#0
02#02#16#OOP KŘEMŽE#1#0
01#08#10#OOP KŘINEC#1#0
17#11#14#OOP LANŠKROUN#1#0
16#16#14#OOP LEDEČ NAD SÁZAVOU#1#0
17#11#18#OOP LETOHRAD#1#0
06#01#16#OOP LETOVICE#1#0
06#18#16#OOP LETOVICE#1#0
18#05#15#OOP LIBEREC - CENTRUM#1#1
18#05#19#OOP LIBEREC - RUPRECHTICE#1#1
18#05#18#OOP LIBEREC - VESEC#1#1
18#05#22#OOP LIBEREC - VRATISLAVICE#1#1
18#05#16#OOP LIBEREC - VÁPENKA#1#1
04#06#12#OOP LIBOCHOVICE#1#0
04#10#11#OOP LIBOUCHEC#1#0
01#16#14#OOP LIBČICE#1#0
01#06#16#OOP LIBĚCHOV#1#1
02#02#17#OOP LIPNO#1#0
14#08#13#OOP LIPNÍK#1#0
17#09#14#OOP LITOMYŠL#1#0
04#06#11#OOP LITOMĚŘICE#1#1
14#05#13#OOP LITOVEL#1#1
04#08#12#OOP LITVÍNOV#1#1
04#08#17#OOP LITVÍNOV HAMR#1#0
02#01#16#OOP LIŠOV#1#0
19#09#16#OOP LOKET NAD OHŘÍ#1#0
18#11#11#OOP LOMNICE NAD POPELKOU#1#0
04#07#13#OOP LOUNY#1#1
04#06#13#OOP LOVOSICE#1#0
15#05#13#OOP LUHAČOVICE#1#0
14#05#14#OOP LUTÍN#1#0
01#06#12#OOP LUŽEC NAD VLTAVOU#1#1
01#08#11#OOP LYSÁ NAD LABEM#1#0
17#06#10#OOP LÁZNĚ BOHDANEČ#1#0
19#02#14#OOP LÁZNĚ KYNŽVART#1#0
03#07#13#OOP MANĚTÍN#1#0
19#02#15#OOP MARIÁNSKÉ LÁZNĚ#1#1
04#08#18#OOP MEZIBOŘÍ#1#0
06#04#15#OOP MIKULOV#1#0
02#05#12#OOP MILEVSKO#1#0
01#08#13#OOP MILOVICE#1#0
01#11#15#OOP MILÍN#1#0
18#01#15#OOP MIMOŇ#1#0
01#07#17#OOP MLADÁ BOLESLAV#1#1
01#07#13#OOP MLADÁ BOLESLAV II.#1#1
02#08#15#OOP MLADÁ VOŽICE#1#0
01#07#18#OOP MNICHOVO HRADIŠTĚ#1#0
01#16#18#OOP MNÍŠEK POD BRDY#1#0
14#09#13#OOP MOHELNICE#1#0
17#09#16#OOP MORAVSKÁ TŘEBOVÁ#1#0
16#10#14#OOP MORAVSKÉ BUDĚJOVICE#1#0
14#05#12#OOP MORAVSKÝ BEROUN#1#0
06#13#15#OOP MORAVSKÝ KRUMLOV#1#0
15#08#15#OOP MORKOVICE - SLÍŽANY#1#0
04#08#14#OOP MOST#1#1
04#08#19#OOP MOST ZAHRADNÍ#1#1
01#06#13#OOP MĚLNÍK#1#1
01#08#12#OOP MĚSTEC KRÁLOVÉ#1#0
07#01#14#OOP MĚSTO ALBRECHTICE#1#1
03#07#14#OOP MĚSTO TOUŠKOV#1#0
03#11#14#OOP MĚSTO TOUŠKOV#1#0
01#06#14#OOP MŠENO#1#1
15#05#14#OOP NAPAJEDLA#1#0
05#02#14#OOP NECHANICE#1#0
19#03#16#OOP NEJDEK#1#0
03#06#13#OOP NEPOMUK#1#0
03#11#15#OOP NEPOMUK#1#0
01#06#15#OOP NERATOVICE#1#1
02#06#12#OOP NETOLICE#1#0
04#10#12#OOP NEŠTĚMICE#1#0
02#03#15#OOP NOVÁ BYSTŘICE#1#1
05#04#14#OOP NOVÁ PAKA#1#0
19#03#17#OOP NOVÁ ROLE#1#0
16#14#15#OOP NOVÉ MĚSTO NA MORAVĚ#1#0
05#05#16#OOP NOVÉ MĚSTO NAD METUJÍ#1#0
18#05#21#OOP NOVÉ MĚSTO POD SMRKEM#1#0
01#12#15#OOP NOVÉ STRAŠECÍ#1#0
18#01#16#OOP NOVÝ BOR#1#0
05#02#15#OOP NOVÝ BYDŽOV#1#0
07#04#14#OOP NOVÝ JIČÍN#1#1
07#02#13#OOP NOŠOVICE#1#0
01#08#14#OOP NYMBURK#1#1
05#05#15#OOP NÁCHOD#1#1
16#10#15#OOP NÁMĚŠŤ NAD OSLAVOU#1#0
03#04#16#OOP NÝRSKO#1#0
03#07#15#OOP NÝŘANY#1#0
03#11#16#OOP NÝŘANY#1#0
14#12#13#OOP NĚMČICE NAD HANOU#1#0
04#08#15#OOP OBRNICE#1#0
01#15#15#OOP ODOLENÁ VODA#1#0
07#04#15#OOP ODRY#1#0
16#10#16#OOP OKŘÍŠKY#1#0
14#05#16#OOP OLOMOUC 1#1#1
14#05#22#OOP OLOMOUC 2#1#1
14#05#23#OOP OLOMOUC 3#1#1
14#05#24#OOP OLOMOUC 4#1#1
07#06#16#OOP OPAVA#1#1
05#07#12#OOP OPOČNO#1#0
07#03#18#OOP ORLOVÁ#1#0
07#07#20#OOP OSTRAVA - HRABŮVKA#1#1
07#07#19#OOP OSTRAVA - KUNČICE#1#1
07#07#11#OOP OSTRAVA - MARIÁNSKÉ HORY#1#1
07#07#12#OOP OSTRAVA - PORUBA 1#1#1
07#07#21#OOP OSTRAVA - PORUBA 2#1#1
07#07#13#OOP OSTRAVA - PŘÍVOZ#1#1
07#07#15#OOP OSTRAVA - STŘED#1#1
07#07#16#OOP OSTRAVA - VÍTKOVICE#1#1
07#07#17#OOP OSTRAVA - ZÁBŘEH#1#1
19#03#18#OOP OSTROV#1#0
15#05#15#OOP OTROKOVICE#1#0
16#17#16#OOP PACOV#1#0
07#02#18#OOP PALKOVICE#1#0
17#06#13#OOP PARDUBICE 1#1#1
17#06#14#OOP PARDUBICE 2#1#1
17#06#19#OOP PARDUBICE 3#1#1
17#06#21#OOP PARDUBICE 4#1#1
05#10#19#OOP PEC POD SNĚŽKOU#1#0
16#17#17#OOP PELHŘIMOV#1#1
19#03#19#OOP PERNINK#1#0
07#03#19#OOP PETŘVALD#1#0
01#04#18#OOP PEČKY#1#0
03#10#12#OOP PLANÁ#1#0
19#02#17#OOP PLESNÁ#1#0
14#12#14#OOP PLUMLOV#1#0
03#05#15#OOP PLZEŇ - BORY#1#1
03#05#14#OOP PLZEŇ - SKVRŇANY#1#1
03#05#17#OOP PLZEŇ - STŘED#1#1
03#05#16#OOP PLZEŇ - VINICE#1#1
03#05#13#OOP PLZEŇ 1#1#1
03#05#12#OOP PLZEŇ 2#1#1
03#05#11#OOP PLZEŇ 4#1#1
03#04#17#OOP PLÁNICE#1#0
03#01#15#OOP POBĚŽOVICE#1#0
04#07#17#OOP PODBOŘANY#1#0
01#08#16#OOP PODĚBRADY#1#0
06#03#16#OOP POHOŘELICE#1#0
05#05#17#OOP POLICE NAD METUJÍ#1#0
17#09#17#OOP POLIČKA#1#0
16#07#13#OOP POLNÁ#1#0
04#07#18#OOP POSTOLOPRTY#1#0
16#17#18#OOP POČÁTKY#1#0
02#06#13#OOP PRACHATICE#1#1
04#09#17#OOP PROSETICE#1#0
06#13#16#OOP PROSIMĚŘICE#1#0
14#12#15#OOP PROSTĚJOV 1#1#1
14#12#16#OOP PROSTĚJOV 2#1#0
02#05#16#OOP PROTIVÍN#1#0
02#05#15#OOP PÍSEK#1#1
17#06#16#OOP PŘELOUČ#1#0
14#08#17#OOP PŘEROV 1#1#1
14#08#19#OOP PŘEROV 2#1#1
14#08#20#OOP PŘEROV 3#1#1
03#06#14#OOP PŘEŠTICE#1#0
03#11#17#OOP PŘEŠTICE#1#0
16#16#15#OOP PŘIBYSLAV#1#0
07#04#16#OOP PŘÍBOR#1#0
01#11#19#OOP PŘÍBRAM#1#1
01#11#23#OOP PŘÍBRAM - VENKOV#1#0
03#08#11#OOP RADNICE#1#0
02#07#18#OOP RADOMYŠL#1#0
04#03#15#OOP RADONICE#1#0
06#03#22#OOP RAJHRAD#1#0
01#12#16#OOP RAKOVNÍK#1#1
03#08#12#OOP ROKYCANY#1#1
18#11#12#OOP ROKYTNICE NAD JIZEROU#1#0
05#07#13#OOP ROKYTNICE V ORLICKÝCH HORÁCH#1#0
06#03#15#OOP ROSICE#1#0
19#09#17#OOP ROTAVA#1#0
04#06#14#OOP ROUDNICE NAD LABEM#1#0
06#12#14#OOP ROUSÍNOV#1#0
01#12#13#OOP ROZTOKY#1#0
01#11#20#OOP ROŽMITÁL POD TŘEMŠÍNEM#1#0
15#15#15#OOP ROŽNOV POD RADHOŠTĚM#1#1
04#02#16#OOP RUMBURK#1#0
05#07#14#OOP RYCHNOV NAD KNĚŽNOU#1#0
18#04#12#OOP RYCHNOV U JABLONCE NAD NISOU#1#0
07#01#16#OOP RÝMAŘOV#1#0
01#08#17#OOP SADSKÁ#1#0
01#11#21#OOP SEDLČANY#1#0
18#11#14#OOP SEMILY#1#0
04#10#18#OOP SEVERNÍ TERASA#1#1
02#08#16#OOP SEZIMOVO ÚSTÍ#1#0
17#03#17#OOP SKUTEČ#1#0
01#03#17#OOP SLANÝ#1#1
15#05#16#OOP SLAVIČÍN#1#0
06#12#15#OOP SLAVKOV U BRNA#1#0
06#18#18#OOP SLAVKOV U BRNA#1#0
02#03#17#OOP SLAVONICE#1#0
07#07#18#OOP SLEZSKÁ OSTRAVA#1#1
18#04#13#OOP SMRŽOVKA#1#0
05#04#15#OOP SOBOTKA#1#0
02#08#17#OOP SOBĚSLAV#1#0
19#09#18#OOP SOKOLOV#1#1
19#09#19#OOP SOKOLOV - VENKOV#1#0
03#06#16#OOP STARÝ PLZENEC#1#0
01#03#19#OOP STOCHOV#1#0
03#06#17#OOP STOD#1#0
03#11#18#OOP STOD#1#0
02#07#14#OOP STRAKONICE#1#1
18#01#17#OOP STRÁŽ POD RALSKEM#1#1
06#06#15#OOP STRÁŽNICE#1#0
02#03#21#OOP STUDENÁ#1#0
07#04#17#OOP STUDÉNKA#1#0
04#10#14#OOP STŘEKOV#1#1
03#10#13#OOP STŘÍBRO#1#0
02#03#22#OOP SUCHDOL NAD LUŽNICÍ#1#0
02#01#12#OOP SUCHÉ VRBNÉ#1#1
03#04#18#OOP SUŠICE#1#0
17#09#18#OOP SVITAVY#1#1
05#10#15#OOP SVOBODA NAD ÚPOU#1#0
16#16#16#OOP SVĚTLÁ NAD SÁZAVOU#1#0
01#01#14#OOP SÁZAVA#1#0
03#10#14#OOP TACHOV#1#1
18#04#14#OOP TANVALD#1#0
16#07#15#OOP TELČ#1#0
04#09#18#OOP TEPLICE#1#1
05#05#18#OOP TEPLICE NAD METUJÍ#1#0
19#03#20#OOP TEPLÁ#1#0
04#06#16#OOP TEREZÍN#1#0
06#03#17#OOP TIŠNOV#1#0
19#03#21#OOP TOUŽIM#1#0
02#01#19#OOP TRHOVÉ SVINY#1#0
04#10#15#OOP TRMICE#1#1
04#09#20#OOP TRNOVANY#1#0
05#10#16#OOP TRUTNOV#1#1
18#11#16#OOP TURNOV#1#0
02#08#18#OOP TÁBOR#1#1
02#01#20#OOP TÝN NAD VLTAVOU#1#0
01#04#16#OOP TÝNEC NAD LABEM#1#0
01#01#17#OOP TÝNEC NAD SÁZAVOU#1#0
05#07#16#OOP TÝNIŠTĚ NAD ORLICÍ#1#0
07#03#10#OOP TĚRLICKO#1#0
05#02#17#OOP TŘEBECHOVICE POD OREBEM#1#0
02#03#23#OOP TŘEBOŇ#1#0
16#10#17#OOP TŘEBÍČ#1#1
17#03#18#OOP TŘEMOŠNICE#1#0
03#07#16#OOP TŘEMOŠNÁ#1#0
03#11#19#OOP TŘEMOŠNÁ#1#0
16#07#16#OOP TŘEŠŤ#1#0
07#02#21#OOP TŘINEC#1#1
15#11#16#OOP UHERSKÉ HRADIŠTĚ#1#1
15#11#17#OOP UHERSKÝ BROD#1#0
15#11#18#OOP UHERSKÝ OSTROH#1#0
01#05#15#OOP UHLÍŘSKÉ JANOVICE#1#0
01#03#21#OOP UNHOŠŤ#1#0
14#05#19#OOP UNIČOV#1#0
15#05#17#OOP VALAŠSKÉ KLOBOUKY#1#0
15#15#16#OOP VALAŠSKÉ MEZIŘÍČÍ#1#1
05#07#17#OOP VAMBERK#1#0
04#02#18#OOP VARNSDORF#1#0
04#03#19#OOP VEJPRTY#1#0
14#05#20#OOP VELKÁ BYSTŘICE#1#0
16#14#17#OOP VELKÁ BÍTEŠ#1#0
07#07#23#OOP VELKÁ POLOM#1#0
04#10#21#OOP VELKÉ BŘEZNO#1#0
07#06#18#OOP VELKÉ HERALTICE#1#0
14#09#16#OOP VELKÉ LOSINY#1#0
16#14#19#OOP VELKÉ MEZIŘÍČÍ#1#0
06#04#17#OOP VELKÉ PAVLOVICE#1#0
04#02#19#OOP VELKÝ ŠENOV#1#0
01#03#22#OOP VELVARY#1#0
02#08#19#OOP VESELÍ NAD LUŽNICÍ#1#1
06#06#17#OOP VESELÍ NAD MORAVOU#1#0
02#06#15#OOP VIMPERK#1#0
15#05#18#OOP VIZOVICE#1#0
01#01#18#OOP VLAŠIM#1#0
02#07#16#OOP VODŇANY#1#0
01#06#17#OOP VOJKOVICE#1#1
02#06#17#OOP VOLARY#1#0
02#07#17#OOP VOLYNĚ#1#0
01#01#19#OOP VOTICE#1#0
06#13#19#OOP VRANOV NAD DYJÍ#1#0
07#07#22#OOP VRATIMOV#1#0
07#01#17#OOP VRBNO POD PRADĚDEM#1#0
05#10#18#OOP VRCHLABÍ#1#0
01#05#16#OOP VRDY#1#0
15#15#17#OOP VSETÍN#1#1
17#11#16#OOP VYSOKÉ MÝTO#1#0
06#12#16#OOP VYŠKOV#1#1
06#18#19#OOP VYŠKOV#1#1
02#02#19#OOP VYŠŠÍ BROD#1#0
07#06#19#OOP VÍTKOV#1#0
02#02#18#OOP VĚTŘNÍ#1#0
04#10#16#OOP VŠEBOŘICE#1#1
03#08#13#OOP ZBIROH#1#0
01#05#17#OOP ZBRASLAVICE#1#0
01#02#16#OOP ZDICE#1#0
14#11#12#OOP ZLATÉ HORY#1#0
02#01#21#OOP ZLIV#1#0
15#05#12#OOP ZLÍN#1#1
06#13#20#OOP ZNOJMO#1#1
01#05#11#OOP ZRUČ NAD SÁZAVOU#1#0
02#05#17#OOP ZVÍKOVSKÉ PODHRADÍ#1#0
14#09#17#OOP ZÁBŘEH#1#1
03#07#17#OOP ÚNĚŠOV#1#0
03#11#20#OOP ÚNĚŠOV#1#0
05#10#17#OOP ÚPICE#1#0
04#10#13#OOP ÚSTÍ NAD LABEM - MĚSTO#1#1
17#11#15#OOP ÚSTÍ NAD ORLICÍ#1#1
01#15#17#OOP ÚVALY#1#0
04#06#18#OOP ÚŠTĚK#1#0
01#01#11#OOP ČECHTICE#1#0
01#15#11#OOP ČELÁKOVICE#1#0
06#01#13#OOP ČERNÁ HORA#1#0
05#05#11#OOP ČERVENÝ KOSTELEC#1#0
